"cv kierowcy",,"also_asks,related_search,pic,snip_breadcrumbs,snip_image_thumbnail",2,7,9,0,70,3,0.20607,30,90,https://resumaker.pl/przykładowe-cv/kierowca-osobowy/
"wzorowe cv",,"also_asks,related_search,pic,snip_breadcrumbs",2,37,9,0,70,3,0.41,47,90,https://resumaker.pl/przykładowe-cv/
"cv mechanik",,"pic,also_asks,related_search,snip_breadcrumbs,snip_image_thumbnail",2,6,9,0,70,3,0.24205132919072,5,90,https://resumaker.pl/przykładowe-cv/mechanik-przemysłowy/
"cv pielęgniarka przykłady",,"also_asks,ai_overview,pic,related_search,snip_breadcrumbs,snip_image_thumbnail",3,16,9,0,70,3,0.048557,46,8990,https://resumaker.pl/przykładowe-cv/pielegniarka-zawodowa/
"cv do sklepu",,"related_search,pic,also_asks,snip_breadcrumbs,snip_image_thumbnail",3,10,9,0,70,3,0.169322,32,90,https://resumaker.pl/przykładowe-cv/pracownik-sklepu/
"cv po hiszpańsku",,"also_asks,pic,ai_overview,snip_breadcrumbs,snip_image_thumbnail",3,2,9,0,70,3,0.113777,23,28200,https://resumaker.pl/przykładowe-cv/tłumacz-jezyka-hiszpanskiego/
"wstęp do cv",,"related_search,video,also_asks,ai_overview,pic,snip_breadcrumbs",3,N/A,9,0,50,2,3.592045,29,172000,https://resumaker.pl/
"cv web",,"also_asks,related_search,pic,snip_breadcrumbs",2,8,9,0,50,2,0.49404,28,90,https://resumaker.pl/
"dyrektor ds operacyjnych",,"ai_overview,also_asks,related_search,snip_breadcrumbs",3,7,9,0,50,2,0,1,535000,https://resumaker.pl/przykładowe-cv/dyrektor-operacyjny/
"cv sekretarki",,"also_asks,related_search,pic,snip_breadcrumbs,snip_image_thumbnail",2,2,9,0,50,2,0.137289,25,90,https://resumaker.pl/przykładowe-cv/sekretarka-administracyjna/
"podanie o prace do dyrektora szpitala",,"also_asks,ai_overview,related_search,pic,snip_breadcrumbs",6,8,9,0,50,2,0,0,80,https://resumaker.pl/przykładowe-list-motywacyjny/dyrektor-ds-medycznych/
"cv managera",,"pic,related_search,also_asks,snip_breadcrumbs",2,2,9,0,50,2,0.165357,17,90,https://resumaker.pl/przykładowe-cv/team-manager/
"cv do szkoły średniej",,"related_search,also_asks,ai_overview,pic,snip_breadcrumbs",4,13,9,0,50,2,0.136413,42,345000,"https://resumaker.pl/przykładowe-cv/uczeń liceum/"
"inżynier produktu",,"related_search,also_asks,ai_overview,snip_breadcrumbs,snip_url_in_aio,snip_fqdn_in_aio",2,2,9,,50,2,0,2,103,https://resumaker.pl/przykładowe-cv/inzynier-produktu/
"cv opiekunka dziecięca",,"pic,ai_overview,also_asks,related_search,snip_breadcrumbs,snip_image_thumbnail",3,4,9,0,50,2,0.081293,22,15800,https://resumaker.pl/przykładowe-cv/opiekunka-do-dzieci---pracownik/
"podanie o prace jako sprzataczka",,"a_box_fsnippet,related_search,pic,also_asks,snip_breadcrumbs",5,10,9,0,40,1,0,3,90,https://resumaker.pl/przykładowe-list-motywacyjny/sprzatacz-domu/
"cv radca prawny",,"pic,related_search,snip_breadcrumbs,snip_image_thumbnail",3,2,9,0,40,1,0.346251,45,90,https://resumaker.pl/przykładowe-cv/radca-prawny/
"kierownik sklepu obowiązki",,"ai_overview,related_search,also_asks,snip_breadcrumbs,snip_url_in_aio,snip_fqdn_in_aio",3,N/A,9,0,40,1,0,2,700000,https://resumaker.pl/przykładowe-cv/kierownik-sklepu/
"cv elektryk przykład",,"related_search,also_asks,pic,snip_breadcrumbs,snip_image_thumbnail",3,N/A,9,0,40,1,0.098519,46,90,https://resumaker.pl/przykładowe-cv/głowny-inzynier-elektryk/
"list motywacyjny do urzędu miasta wzór",,"ai_overview,pic,related_search,also_asks,snip_breadcrumbs",6,19,9,0,40,1,0.03,32,115,https://resumaker.pl/przykładowe-list-motywacyjny/pracownik-administracyjny/
"cv elektryka przykład",,"pic,related_search,also_asks,snip_breadcrumbs",3,N/A,9,0,40,1,3.381041,32,54,https://resumaker.pl/przykładowe-cv/głowny-inzynier-elektryk/
"darmowa strona do robienia cv",,"related_search,also_asks,ai_overview,snip_breadcrumbs",5,65,9,3,40,1,0.608231,84,103,https://resumaker.pl/
"przykładowe cv pracownika produkcji",,"related_search,pic,also_asks,snip_breadcrumbs,snip_image_thumbnail",4,5,9,8,40,1,0.079278,29,27,https://resumaker.pl/przykładowe-cv/pracownik-produkcji/
"cv inzyniera",,"also_asks,related_search,pic,snip_breadcrumbs",2,5,9,-1,40,1,0.21,24,90,https://resumaker.pl/przykładowe-cv/inzynier/
"cv kasjer sprzedawca umiejętności",,"ai_overview,related_search,pic,also_asks,snip_breadcrumbs",4,N/A,9,0,40,1,0.104112,13,79,https://resumaker.pl/przykładowe-cv/sprzedawca-produktow/
"grafika cv",,"related_search,also_asks,pic,snip_breadcrumbs",2,9,9,0,40,1,0.41,47,90,https://resumaker.pl/przykładowe-cv/doświadczony-projektant-graficzny/
"edytor tekstu przykłady",,"video,ai_overview,related_search,also_asks,snip_breadcrumbs",3,8,9,0,40,1,0,0,122000,https://resumaker.pl/przykładowe-cv/edytor-tekstu/
"cv agent nieruchomości",,"ai_overview,related_search,snip_breadcrumbs",3,1,9,0,40,1,0.127872,27,73,https://resumaker.pl/przykładowe-cv/experienced-real-estate-agent/
"kapitan straży pożarnej",,"pic,also_asks,related_search,ai_overview,snip_breadcrumbs,snip_image_thumbnail,snip_url_in_aio,snip_fqdn_in_aio",3,N/A,9,0,30,1,0,0,274000,https://resumaker.pl/przykładowe-cv/kapitan-ognia/
"cv spawacz wzór",,"related_search,ai_overview,pic,snip_breadcrumbs,snip_image_thumbnail",3,5,9,0,30,1,7.105144,45,7100,https://resumaker.pl/przykładowe-cv/spawacz-tig/
"specjalista ds łańcucha dostaw",,"related_search,also_asks,snip_breadcrumbs",4,N/A,9,0,30,1,0,4,43900,https://resumaker.pl/przykładowe-cv/specjalista-ds-łancucha-dostaw/
"cv konserwator w szkole",,"pic,also_asks,related_search,ai_overview,snip_breadcrumbs,snip_image_thumbnail",4,1,9,0,30,1,0.209001,26,10400,https://resumaker.pl/przykładowe-list-motywacyjny/konserwator-budynku/
"podanie o prace na stanowisku sprzątaczki",,"pic,also_asks,related_search,ai_overview,snip_breadcrumbs",6,10,9,0,30,1,0,8,42400,https://resumaker.pl/przykładowe-list-motywacyjny/sprzatacz-ogolny/
"jak przestac subskrybowac aplikacje",,"related_search,video,pic,ai_overview,also_asks,snip_breadcrumbs",4,12,9,0,30,1,0,0,217000,https://resumaker.pl/anuluj-subskrypcje/
"specjalista ds sprzedaży i obsługi klienta zakres obowiązków",,"a_box_fsnippet,also_asks,related_search,snip_breadcrumbs",8,N/A,9,0,30,1,0,8,100,https://resumaker.pl/przykładowe-cv/specjalista-ds-obsługi-klienta/
"podanie o pracę pielęgniarka przykład",,"also_asks,pic,related_search,snip_breadcrumbs",5,7,9,0,30,1,0,1,90,https://resumaker.pl/przykładowe-list-motywacyjny/pielegniarka-zawodowa/
"podanie o pracę nauczyciela przedszkola",,"ai_overview,pic,related_search,snip_breadcrumbs",5,13,9,0,30,1,0,2,155000,https://resumaker.pl/przykładowe-list-motywacyjny/nauczycielka-niemowlat/
"cv nauczyciela przedszkola przykłady",,"pic,related_search,snip_breadcrumbs,snip_image_thumbnail",4,8,9,0,30,1,0.055754,17,90,https://resumaker.pl/przykładowe-cv/doświadczony-przedszkolak-nauczyciel/
"architekt cv",,"related_search,pic,ai_overview,also_asks,snip_breadcrumbs,snip_url_in_aio,snip_fqdn_in_aio",2,6,9,0,30,1,0,25,975000,https://resumaker.pl/przykładowe-cv/architekt/
"dyrektor ds produkcji",,"pic,ai_overview,also_asks,related_search,snip_breadcrumbs",3,2,9,,30,1,0,2,99,https://resumaker.pl/przykładowe-cv/dyrektor-ds-produkcji/
"podanie o pracę pomoc nauczyciela w przedszkolu",,"pic,also_asks,related_search,snip_breadcrumbs",7,10,9,0,30,1,0,2,90,https://resumaker.pl/przykładowe-list-motywacyjny/pomocnik-nauczyciela/
"asystentka stomatologiczna cv",,"pic,also_asks,ai_overview,related_search,snip_breadcrumbs",3,4,9,-1,30,1,0.178189,14,106,"https://resumaker.pl/przykładowe-cv/asystentka stomatologiczna/"
"program do tworzenia cv darmowy",,"ai_overview,related_search,also_asks,snip_breadcrumbs",5,36,9,0,30,1,0.669592,88,1780000,https://resumaker.pl/
"sales team leader",,"pic,also_asks,ai_overview,snip_breadcrumbs,snip_url_in_aio,snip_fqdn_in_aio",3,N/A,9,0,30,1,0,10,645000000,https://resumaker.pl/przykładowe-cv/sales-team-leader/
"cv pracownik administracyjno biurowy wzór",,"related_search,pic,also_asks,snip_breadcrumbs,snip_image_thumbnail",5,9,9,0,30,1,0.14,31,63,https://resumaker.pl/przykładowe-cv/administracja-kancelaria/
"szablon listu motywacyjnego za darmo",,"related_search,pic,snip_breadcrumbs",5,12,9,0,30,1,8.550657,61,16700,https://resumaker.pl/list-motywacyjny/
"podanie o prace nauczyciel przedszkola",,"related_search,pic,also_asks,snip_breadcrumbs",5,12,9,0,30,1,0,2,90,https://resumaker.pl/przykładowe-list-motywacyjny/nauczycielka-niemowlat/
"cv sprzątaczka umiejętności",,"also_asks,a_box_fsnippet,pic,related_search,snip_breadcrumbs,snip_image_thumbnail",3,9,9,0,30,1,0,6,81,https://resumaker.pl/przykładowe-cv/sprzątaczka-domowa/
"cv asystentki stomatologicznej",,"also_asks,related_search,pic,snip_breadcrumbs,snip_image_thumbnail",3,4,9,0,30,1,0,50,81,https://resumaker.pl/przykładowe-cv/certyfikowany-asystent-stomatologiczny/
"zainteresowania kosmetyka",,"pic,also_asks,related_search,ai_overview,snip_breadcrumbs,snip_image_thumbnail,snip_url_in_aio,snip_fqdn_in_aio",2,N/A,9,0,30,1,0,2,136000000,https://resumaker.pl/przykładowe-cv/doświadczona-kosmetyczka/
"koordynator ds logistyki",,"related_search,ai_overview,also_asks,snip_breadcrumbs,snip_url_in_aio,snip_fqdn_in_aio",3,1,9,0,30,1,0.024588,9,434000,https://resumaker.pl/przykładowe-cv/koordynator-ds-logistyki/
"cv przedszkolanka",,"also_asks,related_search,pic,snip_breadcrumbs,snip_image_thumbnail",2,N/A,9,0,30,1,0,12,90,https://resumaker.pl/przykładowe-cv/doświadczony-przedszkolak-nauczyciel/
"шаблон резюме польша",польша,"ads_bot,pic,related_search,snip_breadcrumbs",3,9,9,0,20,0,0.288456,26,90,https://resumaker.pl/
"cv maker com",,"related_search,snip_breadcrumbs",3,N/A,9,0,20,0,0.615485,71,220000000,https://resumaker.pl/
"jak napisać cv sprzedawca kasjer",,"pic,also_asks,ai_overview,related_search,snip_breadcrumbs",5,16,9,0,20,0,2.921497,18,108,https://resumaker.pl/przykładowe-cv/sprzedawca-produktow/
"darmowe wzory listu motywacyjnego",,"related_search,snip_breadcrumbs",4,13,9,0,20,0,0.197124,66,100,https://resumaker.pl/list-motywacyjny/
"wzory cv pielęgniarka",,"ai_overview,pic,related_search,snip_breadcrumbs,snip_image_thumbnail",3,16,9,0,20,0,8.120656,91,15900,https://resumaker.pl/przykładowe-cv/pielegniarka-zawodowa/
"list motywacyjny do lidla",,"ai_overview,also_asks,related_search,pic,snip_breadcrumbs,snip_url_in_aio,snip_fqdn_in_aio",4,3,9,0,20,0,2.119769,29,532,https://resumaker.pl/przykładowe-list-motywacyjny/pracownik-sklepu/
"koordynator biura zakres obowiązków",,"ai_overview,also_asks,related_search,snip_breadcrumbs,snip_url_in_aio,snip_fqdn_in_aio",4,7,9,0,20,0,0,1,1210000,https://resumaker.pl/przykładowe-cv/koordynator-biura/
"życiorys emocjonalny",,"ai_overview,also_asks,related_search,pic,snip_breadcrumbs",2,1,9,0,20,0,0,0,70600,https://resumaker.pl/przykładowe-cv/terapeuta-kliniczny/
"kasjer sprzedawca obowiązki cv",,"also_asks,related_search,pic,ai_overview,snip_breadcrumbs,snip_url_in_aio,snip_fqdn_in_aio",4,N/A,9,8,20,0,0,31,95,https://resumaker.pl/przykładowe-cv/sprzedawca-produktow/
"list motywacyjny staz",,"related_search,snip_breadcrumbs",3,5,9,0,20,0,0,0,100,https://resumaker.pl/przykładowe-list-motywacyjny/praktykant/
"kucharz cv",,"also_asks,pic,related_search,ai_overview,snip_breadcrumbs,snip_image_thumbnail,snip_fqdn_in_aio",2,N/A,9,0,20,0,0.247729,31,1170000,https://resumaker.pl/przykładowe-cv/głowny-kucharz/
"cv wzór kierowca",,"related_search,pic,also_asks,snip_breadcrumbs,snip_image_thumbnail",3,7,9,0,20,0,0,50,90,https://resumaker.pl/przykładowe-cv/kierowca-transportu/
"noc list",,"pic,ai_overview,also_asks,related_search,snip_breadcrumbs",2,1,9,0,20,0,0,0,142000000,https://resumaker.pl/przykładowe-list-motywacyjny/analityk-noc/
"list motywacyjny dla pielęgniarki",,"related_search,pic,snip_breadcrumbs,snip_image_thumbnail",4,5,9,0,20,0,0.03461,49,15900,https://resumaker.pl/przykładowe-list-motywacyjny/pielegniarka-na-etacie/
"list motywacyjny praca w urzędzie",,"also_asks,related_search,pic,snip_breadcrumbs",5,19,9,,20,0,0.011238,33,90,https://resumaker.pl/przykładowe-list-motywacyjny/pracownik-administracyjny/
"cv praca na produkcji",,"also_asks,ai_overview,related_search,snip_breadcrumbs,snip_image_thumbnail",4,N/A,9,0,20,0,0.129999,25,2270000,https://resumaker.pl/przykładowe-cv/pracownik-produkcji/
"jak napisać list motywacyjny do policji",,"pic,ai_overview,related_search,also_asks,snip_breadcrumbs",6,8,9,1,20,0,0,6,76,https://resumaker.pl/przykładowe-list-motywacyjny/oficer-policji/
"podanie o pracę pracownik socjalny",,"pic,related_search,also_asks,ai_overview,snip_breadcrumbs",5,1,9,0,20,0,0,9,35500,"https://resumaker.pl/przykładowe-cv/pracownik socjalny/"
"cv barmanka",,"related_search,snip_breadcrumbs",2,N/A,9,0,20,0,0,6,100,https://resumaker.pl/przykładowe-cv/doświadczony-barman/
"umiejętności elektryka w cv",,"also_asks,related_search,pic,ai_overview,snip_breadcrumbs",4,5,9,2,20,0,3.85875,20,112,https://resumaker.pl/przykładowe-cv/elektromechanik/
"kierownik ds zaopatrzenia",,"ai_overview,also_asks,snip_breadcrumbs,snip_url_in_aio,snip_fqdn_in_aio",3,N/A,9,0,20,0,0,4,427000,https://resumaker.pl/przykładowe-cv/kierownik-zaopatrzenia/
"podsumowanie zawodowe sprzedawca",,"ai_overview,related_search,pic,also_asks,snip_breadcrumbs",3,16,9,0,20,0,0,12,148000,https://resumaker.pl/przykładowe-cv/sprzedawca-detaliczny/
"cv wzór kucharz",,"related_search,pic,snip_breadcrumbs,snip_image_thumbnail",3,9,9,0,20,0,0,15,81,https://resumaker.pl/przykładowe-cv/głowny-kucharz/
"cv na kierowce",,"also_asks,related_search,pic,snip_breadcrumbs,snip_image_thumbnail",3,7,9,0,20,0,0.44,79,90,https://resumaker.pl/przykładowe-cv/kierowca-samochodu-dostawczego/
"free cv kreator",,"related_search,also_asks,snip_breadcrumbs",3,N/A,9,0,20,0,0.713674,83,723000,https://resumaker.pl/
"list motywacyjny dla nauczyciela",,"pic,ai_overview,related_search,snip_breadcrumbs,snip_image_thumbnail,snip_fqdn_in_aio",4,11,9,0,20,0,0.023178,43,157000,https://resumaker.pl/przykładowe-list-motywacyjny/nauczyciel-przedszkola/
"najlepsze cv wzory",,"pic,related_search,ai_overview,video,snip_breadcrumbs",3,44,9,0,20,0,0.342791,84,469000,https://resumaker.pl/aplikacja/tworzenie/szablony/
"agent wynajmu samochodów",,"related_search,also_asks,ai_overview,snip_breadcrumbs,snip_url_in_aio,snip_fqdn_in_aio",3,N/A,9,0,20,0,4.069386,33,58200,https://resumaker.pl/przykładowe-cv/wypożyczalnia-samochodów/
"przykładowe cv kasjer sprzedawca",,"also_asks,related_search,ai_overview,pic,snip_breadcrumbs",4,N/A,9,0,20,0,0.196146,38,93,https://resumaker.pl/przykładowe-cv/płyta/
"cv farmaceuty wzór",,"ai_overview,pic,related_search,also_asks,snip_breadcrumbs",3,N/A,9,0,20,0,0.162375,66,2640,https://resumaker.pl/przykładowe-cv/zarejestrowany-farmaceuta/
"darmowy wzór listu motywacyjnego",,"pic,related_search,snip_breadcrumbs",4,15,9,-2,20,0,0.197124,66,90,https://resumaker.pl/list-motywacyjny/
"cv przedstawiciela handlowego",,"pic,also_asks,ai_overview,related_search,snip_breadcrumbs",3,6,9,2,20,0,0.108348,40,102,https://resumaker.pl/przykładowe-cv/reklama-sprzedaż-prezentacja/
"cv przedszkole",,"pic,related_search,snip_breadcrumbs,snip_image_thumbnail",2,9,9,0,20,0,0.2,49,90,https://resumaker.pl/przykładowe-cv/doświadczony-przedszkolak-nauczyciel/
"cv cars",,"local_pack,related_search,pic,snip_breadcrumbs",2,N/A,9,0,20,0,0,2,90,https://resumaker.pl/przykładowe-cv/auto-sprzedaż/
"cv sklep",,"pic,related_search,also_asks,snip_breadcrumbs",2,N/A,9,0,20,0,0,16,863000000,https://resumaker.pl/przykładowe-cv/pracownik-sklepu/
"pracownik techniczny czym się zajmuje",,"ai_overview,also_asks,related_search,snip_breadcrumbs,snip_url_in_aio,snip_fqdn_in_aio",5,N/A,9,0,20,0,0,0,473000,https://resumaker.pl/przykładowe-cv/pracownik-obsługi-technicznej/
"podanie o prace jako pielegniarka",,"pic,related_search,ai_overview,also_asks,snip_breadcrumbs,snip_fqdn_in_aio",5,7,9,0,20,0,0,12,112000,https://resumaker.pl/przykładowe-list-motywacyjny/pielegniarka-srodowiskowa/
"kierownik ds operacyjnych",,"ai_overview,also_asks,related_search,snip_breadcrumbs,snip_url_in_aio,snip_fqdn_in_aio",3,1,9,,20,0,0,1,162,https://resumaker.pl/przykładowe-cv/kierownik-ds-operacji-biznesowych/
"pracownik działu logistyki zakres obowiązków",,"related_search,also_asks,ai_overview,snip_breadcrumbs",5,1,9,0,20,0,0,1,247000,https://resumaker.pl/przykładowe-cv/pracownik-działu-logistyki/
"list motywacyjny spedytor",,"pic,also_asks,snip_breadcrumbs",3,2,9,0,20,0,0,9,90,https://resumaker.pl/przykładowe-list-motywacyjny/ekspedytor/
"ux ui designer cv",,"pic,snip_breadcrumbs",4,N/A,9,0,20,0,0.178603,14,90,https://resumaker.pl/przykładowe-cv/user-experience-designer/
"przykładowe cv kucharz",,"ai_overview,related_search,pic,snip_breadcrumbs,snip_image_thumbnail",3,N/A,9,0,20,0,0.14,34,4180,https://resumaker.pl/przykładowe-cv/kucharz-pizzy/
"darmowe cv generator",,"also_asks,related_search,snip_breadcrumbs",3,N/A,9,0,20,0,0.753189,79,996000,https://resumaker.pl/
"cv maker pro",,"related_search,also_asks,snip_breadcrumbs",3,16,9,,20,0,1.26,54,90,https://resumaker.pl/
"projektant przemysłowy",,"ai_overview,related_search,also_asks,snip_breadcrumbs",2,1,9,0,20,0,0.74941247724441,24,51900,https://resumaker.pl/przykładowe-cv/projektant-przemysłowy/
"cv wojsko",,"related_search,pic,also_asks,ai_overview,snip_breadcrumbs,snip_image_thumbnail",2,N/A,9,0,20,0,0.361074,39,685000,https://resumaker.pl/przykładowe-cv/oficer-wojskowy/
"projektant cv",,"pic,related_search,also_asks,snip_breadcrumbs,snip_image_thumbnail",2,N/A,9,0,20,0,40.073746,89,241000,https://resumaker.pl/przykładowe-cv/projektant/
"list motywacyjny do służby więziennej",,"related_search,pic,also_asks,snip_breadcrumbs",5,2,9,0,20,0,0,2,2910,https://resumaker.pl/przykładowe-cv/pracownik-słuzby-wieziennej/
"przykładowe cv nauczyciela przedszkola",,"related_search,pic,snip_breadcrumbs,snip_image_thumbnail",4,N/A,9,0,20,0,0.317607,23,90,https://resumaker.pl/przykładowe-cv/doświadczony-przedszkolak-nauczyciel/
"cv wzór sprzątaczka",,"related_search,pic,snip_breadcrumbs,snip_image_thumbnail",3,9,9,0,20,0,0,94,72,https://resumaker.pl/przykładowe-cv/sprzątaczka-domowa/
"cv dla kelnerki",,"also_asks,related_search,pic,ai_overview,snip_breadcrumbs,snip_image_thumbnail,snip_url_in_aio,snip_fqdn_in_aio",3,13,9,0,20,0,0.160726,32,960000,https://resumaker.pl/przykładowe-cv/kelnerka/
"zakres obowiązków kierownika sprzedaży wzór",,"related_search,also_asks,ai_overview,pic,snip_breadcrumbs,snip_url_in_aio,snip_fqdn_in_aio",5,N/A,9,0,10,0,0,7,1180000,https://resumaker.pl/przykładowe-cv/kierownik-ds-sprzedazy-krajowej/
"pracownik produkcji zakres obowiązków cv",,"also_asks,related_search,ai_overview,snip_breadcrumbs",5,N/A,9,0,10,0,0,0,2080000,https://resumaker.pl/przykładowe-cv/pracownik-produkcji/
"zainteresowania motoryzacja cv",,"a_box_fsnippet,also_asks,related_search,snip_breadcrumbs",3,9,9,0,10,0,0,12,14400,https://resumaker.pl/przykładowe-cv/autotechnika/
"list motywacyjny na sekretarkę bez doświadczenia",,"related_search,ai_overview,pic,snip_breadcrumbs,snip_url_in_aio,snip_fqdn_in_aio",6,1,9,0,10,0,0,21,81,https://resumaker.pl/przykładowe-list-motywacyjny/sekretarka-administracyjna/
"manager baru",,"also_asks,pic,ai_overview,snip_breadcrumbs,snip_url_in_aio,snip_fqdn_in_aio",2,N/A,9,0,10,0,0,3,31800000,https://resumaker.pl/przykładowe-cv/bar-manager/
"cv szkoła podstawowa",,"pic,ai_overview,related_search,also_asks,snip_breadcrumbs,snip_image_thumbnail",3,N/A,9,0,10,0,0.254913,27,170000,https://resumaker.pl/przykładowe-cv/szkoła-podstawowa-nauczyciel/
"zakres obowiązków kierownika recepcji hotelu",,"pic,ai_overview,also_asks,snip_breadcrumbs,snip_url_in_aio,snip_fqdn_in_aio",5,1,9,0,10,0,0,0,58,https://resumaker.pl/przykładowe-cv/front-desk-supervisor/
"list motywacyjny jako sprzedawca",,"also_asks,pic,related_search,snip_breadcrumbs",4,N/A,9,0,10,0,0,26,41700,https://resumaker.pl/przykładowe-list-motywacyjny/sprzedawca-biletow/
"podanie o pracę pracownik biurowy",,"pic,also_asks,related_search,ai_overview,snip_breadcrumbs,snip_image_thumbnail,snip_url_in_aio,snip_fqdn_in_aio",5,10,9,0,10,0,0,6,123000,https://resumaker.pl/przykładowe-list-motywacyjny/pracownik-administracyjny/
